frame_number,position_x,position_y,position_z,orientation_w,orientation_x,orientation_y,orientation_z
4.000000000000000000e+01,-9.730999999999999872e+00,-9.730999999999999872e+00,1.340000000000000080e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.100000000000000130e-02,0.000000000000000000e+00
4.100000000000000000e+01,-9.724000000000000199e+00,-9.724000000000000199e+00,1.380000000000000115e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.199999999999999872e-02,0.000000000000000000e+00
4.200000000000000000e+01,-9.717000000000000526e+00,-9.717000000000000526e+00,1.409999999999999865e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.199999999999999872e-02,0.000000000000000000e+00
4.300000000000000000e+01,-9.711000000000000298e+00,-9.711000000000000298e+00,1.449999999999999900e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.299999999999999961e-02,0.000000000000000000e+00
4.400000000000000000e+01,-9.704000000000000625e+00,-9.704000000000000625e+00,1.479999999999999927e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.299999999999999961e-02,0.000000000000000000e+00
4.500000000000000000e+01,-9.696999999999999176e+00,-9.696999999999999176e+00,1.519999999999999962e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.400000000000000050e-02,0.000000000000000000e+00
4.600000000000000000e+01,-9.689999999999999503e+00,-9.689999999999999503e+00,1.549999999999999989e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.400000000000000050e-02,0.000000000000000000e+00
4.700000000000000000e+01,-9.682999999999999829e+00,-9.682999999999999829e+00,1.590000000000000024e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000139e-02,0.000000000000000000e+00
4.800000000000000000e+01,-9.676000000000000156e+00,-9.676000000000000156e+00,1.620000000000000051e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000139e-02,0.000000000000000000e+00
4.900000000000000000e+01,-9.669000000000000483e+00,-9.669000000000000483e+00,1.650000000000000078e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.599999999999999881e-02,0.000000000000000000e+00
5.000000000000000000e+01,-9.662000000000000810e+00,-9.662000000000000810e+00,1.690000000000000113e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.699999999999999969e-02,0.000000000000000000e+00
5.100000000000000000e+01,-9.654999999999999361e+00,-9.654999999999999361e+00,1.719999999999999862e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.699999999999999969e-02,0.000000000000000000e+00
5.200000000000000000e+01,-9.648999999999999133e+00,-9.648999999999999133e+00,1.759999999999999898e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000058e-02,0.000000000000000000e+00
5.300000000000000000e+01,-9.641999999999999460e+00,-9.641999999999999460e+00,1.789999999999999925e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000058e-02,0.000000000000000000e+00
5.400000000000000000e+01,-9.634999999999999787e+00,-9.634999999999999787e+00,1.829999999999999960e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.900000000000000147e-02,0.000000000000000000e+00
5.500000000000000000e+01,-9.628000000000000114e+00,-9.628000000000000114e+00,1.859999999999999987e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.900000000000000147e-02,0.000000000000000000e+00
5.600000000000000000e+01,-9.621000000000000441e+00,-9.621000000000000441e+00,1.900000000000000022e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-02,0.000000000000000000e+00
5.700000000000000000e+01,-9.614000000000000767e+00,-9.614000000000000767e+00,1.930000000000000049e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-02,0.000000000000000000e+00
5.800000000000000000e+01,-9.606999999999999318e+00,-9.606999999999999318e+00,1.960000000000000075e-01,1.000000000000000000e+00,0.000000000000000000e+00,3.099999999999999978e-02,0.000000000000000000e+00
5.900000000000000000e+01,-9.599999999999999645e+00,-9.599999999999999645e+00,2.000000000000000111e-01,1.000000000000000000e+00,0.000000000000000000e+00,3.099999999999999978e-02,0.000000000000000000e+00
6.000000000000000000e+01,-9.592999999999999972e+00,-9.592999999999999972e+00,2.030000000000000138e-01,9.989999999999999991e-01,0.000000000000000000e+00,3.200000000000000067e-02,0.000000000000000000e+00
6.100000000000000000e+01,-9.586000000000000298e+00,-9.586000000000000298e+00,2.069999999999999896e-01,9.989999999999999991e-01,0.000000000000000000e+00,3.200000000000000067e-02,0.000000000000000000e+00
6.200000000000000000e+01,-9.580000000000000071e+00,-9.580000000000000071e+00,2.099999999999999922e-01,9.989999999999999991e-01,0.000000000000000000e+00,3.300000000000000155e-02,0.000000000000000000e+00
6.300000000000000000e+01,-9.573000000000000398e+00,-9.573000000000000398e+00,2.139999999999999958e-01,9.989999999999999991e-01,0.000000000000000000e+00,3.400000000000000244e-02,0.000000000000000000e+00
6.400000000000000000e+01,-9.566000000000000725e+00,-9.566000000000000725e+00,2.169999999999999984e-01,9.989999999999999991e-01,0.000000000000000000e+00,3.400000000000000244e-02,0.000000000000000000e+00
6.500000000000000000e+01,-9.558999999999999275e+00,-9.558999999999999275e+00,2.210000000000000020e-01,9.989999999999999991e-01,0.000000000000000000e+00,3.500000000000000333e-02,0.000000000000000000e+00
6.600000000000000000e+01,-9.551999999999999602e+00,-9.551999999999999602e+00,2.240000000000000047e-01,9.989999999999999991e-01,0.000000000000000000e+00,3.500000000000000333e-02,0.000000000000000000e+00
6.700000000000000000e+01,-9.544999999999999929e+00,-9.544999999999999929e+00,2.270000000000000073e-01,9.989999999999999991e-01,0.000000000000000000e+00,3.599999999999999728e-02,0.000000000000000000e+00
6.800000000000000000e+01,-9.538000000000000256e+00,-9.538000000000000256e+00,2.310000000000000109e-01,9.989999999999999991e-01,0.000000000000000000e+00,3.599999999999999728e-02,0.000000000000000000e+00
6.900000000000000000e+01,-9.531000000000000583e+00,-9.531000000000000583e+00,2.340000000000000135e-01,9.989999999999999991e-01,0.000000000000000000e+00,3.699999999999999817e-02,0.000000000000000000e+00
7.000000000000000000e+01,-9.523999999999999133e+00,-9.523999999999999133e+00,2.379999999999999893e-01,9.989999999999999991e-01,0.000000000000000000e+00,3.699999999999999817e-02,0.000000000000000000e+00
7.100000000000000000e+01,-9.518000000000000682e+00,-9.518000000000000682e+00,2.409999999999999920e-01,9.989999999999999991e-01,0.000000000000000000e+00,3.799999999999999906e-02,0.000000000000000000e+00
7.200000000000000000e+01,-9.510999999999999233e+00,-9.510999999999999233e+00,2.449999999999999956e-01,9.989999999999999991e-01,0.000000000000000000e+00,3.799999999999999906e-02,0.000000000000000000e+00
7.300000000000000000e+01,-9.503999999999999559e+00,-9.503999999999999559e+00,2.479999999999999982e-01,9.989999999999999991e-01,0.000000000000000000e+00,3.899999999999999994e-02,0.000000000000000000e+00
7.400000000000000000e+01,-9.496999999999999886e+00,-9.496999999999999886e+00,2.520000000000000018e-01,9.989999999999999991e-01,0.000000000000000000e+00,4.000000000000000083e-02,0.000000000000000000e+00
7.500000000000000000e+01,-9.490000000000000213e+00,-9.490000000000000213e+00,2.550000000000000044e-01,9.989999999999999991e-01,0.000000000000000000e+00,4.000000000000000083e-02,0.000000000000000000e+00
7.600000000000000000e+01,-9.483000000000000540e+00,-9.483000000000000540e+00,2.580000000000000071e-01,9.989999999999999991e-01,0.000000000000000000e+00,4.100000000000000172e-02,0.000000000000000000e+00
7.700000000000000000e+01,-9.476000000000000867e+00,-9.476000000000000867e+00,2.620000000000000107e-01,9.989999999999999991e-01,0.000000000000000000e+00,4.100000000000000172e-02,0.000000000000000000e+00
7.800000000000000000e+01,-9.468999999999999417e+00,-9.468999999999999417e+00,2.650000000000000133e-01,9.989999999999999991e-01,0.000000000000000000e+00,4.200000000000000261e-02,0.000000000000000000e+00
7.900000000000000000e+01,-9.461999999999999744e+00,-9.461999999999999744e+00,2.690000000000000169e-01,9.989999999999999991e-01,0.000000000000000000e+00,4.200000000000000261e-02,0.000000000000000000e+00
8.000000000000000000e+01,-9.455999999999999517e+00,-9.455999999999999517e+00,2.720000000000000195e-01,9.989999999999999991e-01,0.000000000000000000e+00,4.299999999999999656e-02,0.000000000000000000e+00
8.100000000000000000e+01,-9.448999999999999844e+00,-9.448999999999999844e+00,2.760000000000000231e-01,9.989999999999999991e-01,0.000000000000000000e+00,4.299999999999999656e-02,0.000000000000000000e+00
8.200000000000000000e+01,-9.442000000000000171e+00,-9.442000000000000171e+00,2.790000000000000258e-01,9.989999999999999991e-01,0.000000000000000000e+00,4.399999999999999745e-02,0.000000000000000000e+00
8.300000000000000000e+01,-9.435000000000000497e+00,-9.435000000000000497e+00,2.829999999999999738e-01,9.989999999999999991e-01,0.000000000000000000e+00,4.399999999999999745e-02,0.000000000000000000e+00
8.400000000000000000e+01,-9.428000000000000824e+00,-9.428000000000000824e+00,2.859999999999999765e-01,9.989999999999999991e-01,0.000000000000000000e+00,4.499999999999999833e-02,0.000000000000000000e+00
8.500000000000000000e+01,-9.420999999999999375e+00,-9.420999999999999375e+00,2.889999999999999791e-01,9.989999999999999991e-01,0.000000000000000000e+00,4.499999999999999833e-02,0.000000000000000000e+00
8.600000000000000000e+01,-9.413999999999999702e+00,-9.413999999999999702e+00,2.929999999999999827e-01,9.989999999999999991e-01,0.000000000000000000e+00,4.599999999999999922e-02,0.000000000000000000e+00
8.700000000000000000e+01,-9.407000000000000028e+00,-9.407000000000000028e+00,2.959999999999999853e-01,9.989999999999999991e-01,0.000000000000000000e+00,4.700000000000000011e-02,0.000000000000000000e+00
8.800000000000000000e+01,-9.400000000000000355e+00,-9.400000000000000355e+00,2.999999999999999889e-01,9.989999999999999991e-01,0.000000000000000000e+00,4.700000000000000011e-02,0.000000000000000000e+00
8.900000000000000000e+01,-9.394000000000000128e+00,-9.394000000000000128e+00,3.029999999999999916e-01,9.989999999999999991e-01,0.000000000000000000e+00,4.800000000000000100e-02,0.000000000000000000e+00
9.000000000000000000e+01,-9.387000000000000455e+00,-9.387000000000000455e+00,3.069999999999999951e-01,9.989999999999999991e-01,0.000000000000000000e+00,4.800000000000000100e-02,0.000000000000000000e+00
9.100000000000000000e+01,-9.380000000000000782e+00,-9.380000000000000782e+00,3.099999999999999978e-01,9.989999999999999991e-01,0.000000000000000000e+00,4.900000000000000189e-02,0.000000000000000000e+00
9.200000000000000000e+01,-9.372999999999999332e+00,-9.372999999999999332e+00,3.140000000000000013e-01,9.989999999999999991e-01,0.000000000000000000e+00,4.900000000000000189e-02,0.000000000000000000e+00
9.300000000000000000e+01,-9.365999999999999659e+00,-9.365999999999999659e+00,3.170000000000000040e-01,9.989999999999999991e-01,0.000000000000000000e+00,5.000000000000000278e-02,0.000000000000000000e+00
9.400000000000000000e+01,-9.358999999999999986e+00,-9.358999999999999986e+00,3.200000000000000067e-01,9.989999999999999991e-01,0.000000000000000000e+00,5.000000000000000278e-02,0.000000000000000000e+00
9.500000000000000000e+01,-9.352000000000000313e+00,-9.352000000000000313e+00,3.240000000000000102e-01,9.989999999999999991e-01,0.000000000000000000e+00,5.099999999999999672e-02,0.000000000000000000e+00
9.600000000000000000e+01,-9.345000000000000639e+00,-9.345000000000000639e+00,3.270000000000000129e-01,9.989999999999999991e-01,0.000000000000000000e+00,5.099999999999999672e-02,0.000000000000000000e+00
9.700000000000000000e+01,-9.337999999999999190e+00,-9.337999999999999190e+00,3.310000000000000164e-01,9.989999999999999991e-01,0.000000000000000000e+00,5.199999999999999761e-02,0.000000000000000000e+00
9.800000000000000000e+01,-9.330999999999999517e+00,-9.330999999999999517e+00,3.340000000000000191e-01,9.989999999999999991e-01,0.000000000000000000e+00,5.199999999999999761e-02,0.000000000000000000e+00
9.900000000000000000e+01,-9.324999999999999289e+00,-9.324999999999999289e+00,3.380000000000000226e-01,9.989999999999999991e-01,0.000000000000000000e+00,5.299999999999999850e-02,0.000000000000000000e+00
1.000000000000000000e+02,-9.317999999999999616e+00,-9.317999999999999616e+00,3.410000000000000253e-01,9.989999999999999991e-01,0.000000000000000000e+00,5.399999999999999939e-02,0.000000000000000000e+00
1.010000000000000000e+02,-9.310999999999999943e+00,-9.310999999999999943e+00,3.449999999999999734e-01,9.989999999999999991e-01,0.000000000000000000e+00,5.399999999999999939e-02,0.000000000000000000e+00
1.020000000000000000e+02,-9.304000000000000270e+00,-9.304000000000000270e+00,3.479999999999999760e-01,9.989999999999999991e-01,0.000000000000000000e+00,5.500000000000000028e-02,0.000000000000000000e+00
1.030000000000000000e+02,-9.297000000000000597e+00,-9.297000000000000597e+00,3.509999999999999787e-01,9.979999999999999982e-01,0.000000000000000000e+00,5.500000000000000028e-02,0.000000000000000000e+00
1.040000000000000000e+02,-9.289999999999999147e+00,-9.289999999999999147e+00,3.549999999999999822e-01,9.979999999999999982e-01,0.000000000000000000e+00,5.600000000000000117e-02,0.000000000000000000e+00
1.050000000000000000e+02,-9.282999999999999474e+00,-9.282999999999999474e+00,3.579999999999999849e-01,9.979999999999999982e-01,0.000000000000000000e+00,5.600000000000000117e-02,0.000000000000000000e+00
1.060000000000000000e+02,-9.275999999999999801e+00,-9.275999999999999801e+00,3.619999999999999885e-01,9.979999999999999982e-01,0.000000000000000000e+00,5.700000000000000205e-02,0.000000000000000000e+00
1.070000000000000000e+02,-9.269000000000000128e+00,-9.269000000000000128e+00,3.649999999999999911e-01,9.979999999999999982e-01,0.000000000000000000e+00,5.700000000000000205e-02,0.000000000000000000e+00
1.080000000000000000e+02,-9.262999999999999901e+00,-9.262999999999999901e+00,3.689999999999999947e-01,9.979999999999999982e-01,0.000000000000000000e+00,5.800000000000000294e-02,0.000000000000000000e+00
1.090000000000000000e+02,-9.256000000000000227e+00,-9.256000000000000227e+00,3.719999999999999973e-01,9.979999999999999982e-01,0.000000000000000000e+00,5.800000000000000294e-02,0.000000000000000000e+00
1.100000000000000000e+02,-9.249000000000000554e+00,-9.249000000000000554e+00,3.760000000000000009e-01,9.979999999999999982e-01,0.000000000000000000e+00,5.899999999999999689e-02,0.000000000000000000e+00
1.110000000000000000e+02,-9.242000000000000881e+00,-9.242000000000000881e+00,3.790000000000000036e-01,9.979999999999999982e-01,0.000000000000000000e+00,5.999999999999999778e-02,0.000000000000000000e+00
1.120000000000000000e+02,-9.234999999999999432e+00,-9.234999999999999432e+00,3.820000000000000062e-01,9.979999999999999982e-01,0.000000000000000000e+00,5.999999999999999778e-02,0.000000000000000000e+00
1.130000000000000000e+02,-9.227999999999999758e+00,-9.227999999999999758e+00,3.860000000000000098e-01,9.979999999999999982e-01,0.000000000000000000e+00,6.099999999999999867e-02,0.000000000000000000e+00
1.140000000000000000e+02,-9.221000000000000085e+00,-9.221000000000000085e+00,3.890000000000000124e-01,9.979999999999999982e-01,0.000000000000000000e+00,6.099999999999999867e-02,0.000000000000000000e+00
1.150000000000000000e+02,-9.214000000000000412e+00,-9.214000000000000412e+00,3.930000000000000160e-01,9.979999999999999982e-01,0.000000000000000000e+00,6.199999999999999956e-02,0.000000000000000000e+00
1.160000000000000000e+02,-9.207000000000000739e+00,-9.207000000000000739e+00,3.960000000000000187e-01,9.979999999999999982e-01,0.000000000000000000e+00,6.199999999999999956e-02,0.000000000000000000e+00
1.170000000000000000e+02,-9.201000000000000512e+00,-9.201000000000000512e+00,4.000000000000000222e-01,9.979999999999999982e-01,0.000000000000000000e+00,6.300000000000000044e-02,0.000000000000000000e+00
1.180000000000000000e+02,-9.194000000000000838e+00,-9.194000000000000838e+00,4.030000000000000249e-01,9.979999999999999982e-01,0.000000000000000000e+00,6.300000000000000044e-02,0.000000000000000000e+00
1.190000000000000000e+02,-9.186999999999999389e+00,-9.186999999999999389e+00,4.069999999999999729e-01,9.979999999999999982e-01,0.000000000000000000e+00,6.400000000000000133e-02,0.000000000000000000e+00
1.200000000000000000e+02,-9.179999999999999716e+00,-9.179999999999999716e+00,4.099999999999999756e-01,9.979999999999999982e-01,0.000000000000000000e+00,6.400000000000000133e-02,0.000000000000000000e+00
1.210000000000000000e+02,-9.173000000000000043e+00,-9.173000000000000043e+00,4.139999999999999791e-01,9.979999999999999982e-01,0.000000000000000000e+00,6.500000000000000222e-02,0.000000000000000000e+00
1.220000000000000000e+02,-9.166000000000000369e+00,-9.166000000000000369e+00,4.169999999999999818e-01,9.979999999999999982e-01,0.000000000000000000e+00,6.500000000000000222e-02,0.000000000000000000e+00
1.230000000000000000e+02,-9.159000000000000696e+00,-9.159000000000000696e+00,4.199999999999999845e-01,9.979999999999999982e-01,0.000000000000000000e+00,6.600000000000000311e-02,0.000000000000000000e+00
1.240000000000000000e+02,-9.151999999999999247e+00,-9.151999999999999247e+00,4.239999999999999880e-01,9.979999999999999982e-01,0.000000000000000000e+00,6.700000000000000400e-02,0.000000000000000000e+00
1.250000000000000000e+02,-9.144999999999999574e+00,-9.144999999999999574e+00,4.269999999999999907e-01,9.979999999999999982e-01,0.000000000000000000e+00,6.700000000000000400e-02,0.000000000000000000e+00
1.260000000000000000e+02,-9.138999999999999346e+00,-9.138999999999999346e+00,4.309999999999999942e-01,9.979999999999999982e-01,0.000000000000000000e+00,6.800000000000000488e-02,0.000000000000000000e+00
1.270000000000000000e+02,-9.131999999999999673e+00,-9.131999999999999673e+00,4.339999999999999969e-01,9.979999999999999982e-01,0.000000000000000000e+00,6.800000000000000488e-02,0.000000000000000000e+00
1.280000000000000000e+02,-9.125000000000000000e+00,-9.125000000000000000e+00,4.380000000000000004e-01,9.979999999999999982e-01,0.000000000000000000e+00,6.900000000000000577e-02,0.000000000000000000e+00
1.290000000000000000e+02,-9.118000000000000327e+00,-9.118000000000000327e+00,4.410000000000000031e-01,9.979999999999999982e-01,0.000000000000000000e+00,6.900000000000000577e-02,0.000000000000000000e+00
1.300000000000000000e+02,-9.111000000000000654e+00,-9.111000000000000654e+00,4.450000000000000067e-01,9.979999999999999982e-01,0.000000000000000000e+00,7.000000000000000666e-02,0.000000000000000000e+00
1.310000000000000000e+02,-9.103999999999999204e+00,-9.103999999999999204e+00,4.480000000000000093e-01,9.979999999999999982e-01,0.000000000000000000e+00,7.000000000000000666e-02,0.000000000000000000e+00
1.320000000000000000e+02,-9.096999999999999531e+00,-9.096999999999999531e+00,4.510000000000000120e-01,9.969999999999999973e-01,0.000000000000000000e+00,7.099999999999999367e-02,0.000000000000000000e+00
1.330000000000000000e+02,-9.089999999999999858e+00,-9.089999999999999858e+00,4.550000000000000155e-01,9.969999999999999973e-01,0.000000000000000000e+00,7.099999999999999367e-02,0.000000000000000000e+00
1.340000000000000000e+02,-9.083000000000000185e+00,-9.083000000000000185e+00,4.580000000000000182e-01,9.969999999999999973e-01,0.000000000000000000e+00,7.199999999999999456e-02,0.000000000000000000e+00
1.350000000000000000e+02,-9.076000000000000512e+00,-9.076000000000000512e+00,4.620000000000000218e-01,9.969999999999999973e-01,0.000000000000000000e+00,7.199999999999999456e-02,0.000000000000000000e+00
1.360000000000000000e+02,-9.070000000000000284e+00,-9.070000000000000284e+00,4.650000000000000244e-01,9.969999999999999973e-01,0.000000000000000000e+00,7.299999999999999545e-02,0.000000000000000000e+00
1.370000000000000000e+02,-9.063000000000000611e+00,-9.063000000000000611e+00,4.689999999999999725e-01,9.969999999999999973e-01,0.000000000000000000e+00,7.399999999999999634e-02,0.000000000000000000e+00
1.380000000000000000e+02,-9.055999999999999162e+00,-9.055999999999999162e+00,4.719999999999999751e-01,9.969999999999999973e-01,0.000000000000000000e+00,7.399999999999999634e-02,0.000000000000000000e+00
1.390000000000000000e+02,-9.048999999999999488e+00,-9.048999999999999488e+00,4.759999999999999787e-01,9.969999999999999973e-01,0.000000000000000000e+00,7.499999999999999722e-02,0.000000000000000000e+00
1.400000000000000000e+02,-9.041999999999999815e+00,-9.041999999999999815e+00,4.789999999999999813e-01,9.969999999999999973e-01,0.000000000000000000e+00,7.499999999999999722e-02,0.000000000000000000e+00
1.410000000000000000e+02,-9.035000000000000142e+00,-9.035000000000000142e+00,4.819999999999999840e-01,9.969999999999999973e-01,0.000000000000000000e+00,7.599999999999999811e-02,0.000000000000000000e+00
1.420000000000000000e+02,-9.028000000000000469e+00,-9.028000000000000469e+00,4.859999999999999876e-01,9.969999999999999973e-01,0.000000000000000000e+00,7.599999999999999811e-02,0.000000000000000000e+00
